,accuracy,loss,iteration,triggers
0,0.7335526315789473,0.5531744360923767,0,the_the_the
1,0.0,1.2073062658309937,1,solid_solid_solid
2,0.0,1.2073062658309937,2,solid_solid_solid
3,0.0,1.2073062658309937,3,solid_solid_solid
4,0.0,1.2073062658309937,4,solid_solid_solid
5,0.0,1.2073062658309937,5,solid_solid_solid
6,0.0,1.2073062658309937,6,solid_solid_solid
7,0.0,1.2073062658309937,7,solid_solid_solid
8,0.0,1.2073062658309937,8,solid_solid_solid
9,0.0,1.2073062658309937,9,solid_solid_solid
10,0.0,1.2073062658309937,10,solid_solid_solid
11,0.0,1.2073062658309937,11,solid_solid_solid
12,0.0,1.2073062658309937,12,solid_solid_solid
13,0.0,1.2073062658309937,13,solid_solid_solid
14,0.0,1.2073062658309937,14,solid_solid_solid
15,0.0,1.2073062658309937,15,solid_solid_solid
16,0.0,1.2073062658309937,16,solid_solid_solid
