Generated by,distilbert-base-cased,bert-base-cased,roberta-base,distilroberta-base
bert-base-cased,1.752197504043579,2.2211148738861084,0.4845331013202667,0.24558253586292267
distilbert-base-cased,2.618605136871338,1.8921436071395874,0.4897703528404236,0.2408590018749237
distilroberta-base,0.24996402859687805,0.23864048719406128,1.5357884168624878,1.7016501426696777
roberta-base,0.2662052810192108,0.2196885496377945,1.9280997514724731,0.9141616821289062
