,accuracy,loss,iteration,triggers
0,0.8289473684210527,0.36746513843536377,0,the_the_the
1,0.6140350877192983,0.7804144620895386,1,ĠMarcos_inson_Ġignited
2,0.42105263157894735,1.3394405841827393,2,DAY_ĠBringing_ĠUnique
3,0.6370614035087719,0.7990139126777649,3,ĠJUSTICE_Experience_Ġcaramel
4,0.506578947368421,1.109234094619751,4,Ġpeas_Bring_Ġvisionary
5,0.6567982456140351,0.7231912612915039,5,ĠJOHN_DCS_Ġmoist
6,0.37390350877192985,1.50370454788208,6,Ġencyclopedia_rahim_Ġflavorful
7,0.36951754385964913,1.5133826732635498,7,ĠChapman_ĠExperts_Ġtrustworthy
8,0.2993421052631579,1.6349323987960815,8,Merit_Ġperformer_Ġmagnetic
9,0.16337719298245615,2.099336624145508,9,ĠRoh_Performance_Ġrefreshing
10,0.4331140350877193,1.3475327491760254,10,Ġbay_Ġunforgettable_Ġstamina
11,0.3344298245614035,1.5823626518249512,11,thank_Unique_Ġgem
12,0.5767543859649122,0.913072943687439,12,Ġwrote_ĠRequires_Ġtrooper
13,0.32127192982456143,1.4488154649734497,13,Ġwith_ĠKelly_Ġsteals
14,0.45285087719298245,1.110147476196289,14,Ġwith_Finding_Ġattracts
15,0.5339912280701754,1.0185513496398926,15,ĠPeace_Ġresonate_ĠBrilliant
16,0.75,0.5160122513771057,16,Ġpriesthood_properties_ĠScope
