,accuracy,loss,iteration,triggers
0,0.9075907590759076,0.2210789918899536,0,the_the_the
1,0.8624862486248625,0.3323507308959961,1,##ua_##ype_##ype
2,0.724972497249725,0.7351381182670593,2,##ype_Promotion_vomit
3,0.8536853685368537,0.34049785137176514,3,##ype_acid_Operations
4,0.6677667766776678,0.9356356859207153,4,null_vomit_invalid
5,0.7678767876787679,0.6328696012496948,5,universally_litter_##ope
6,0.7326732673267327,0.7217230796813965,6,ǔ_otherwise_waste
7,0.8679867986798679,0.3145514130592346,7,>_##ḍ_succession
8,0.7920792079207921,0.5348874926567078,8,##ype_dump_script
9,0.682068206820682,0.8411476016044617,9,protested_excess_bad
10,0.8063806380638063,0.47097229957580566,10,##mp_Found_vertically
11,0.8547854785478548,0.33940035104751587,11,##ype_##orted_##lown
12,0.6149614961496149,1.1321768760681152,12,##ype_unconstitutional_pointless
13,0.8910891089108911,0.24384044110774994,13,renamed_##va_##rol
14,0.8272827282728272,0.4221307337284088,14,##ype_Proto_socket
15,0.5918591859185919,1.2354198694229126,15,##ype_Probably_invalid
16,0.8657865786578658,0.3222910165786743,16,consent_##erated_##nny
