,accuracy,loss,iteration,triggers
0,0.834983498349835,0.5051522850990295,0,the_the_the
1,0.3388338833883388,0.8920744061470032,1,too_too_too
2,0.3388338833883388,0.8920744061470032,2,too_too_too
3,0.3388338833883388,0.8920744061470032,3,too_too_too
4,0.3388338833883388,0.8920744061470032,4,too_too_too
5,0.3388338833883388,0.8920744061470032,5,too_too_too
6,0.3388338833883388,0.8920744061470032,6,too_too_too
7,0.3388338833883388,0.8920744061470032,7,too_too_too
8,0.3388338833883388,0.8920744061470032,8,too_too_too
9,0.3388338833883388,0.8920744061470032,9,too_too_too
10,0.3388338833883388,0.8920744061470032,10,too_too_too
11,0.3388338833883388,0.8920744061470032,11,too_too_too
12,0.3388338833883388,0.8920744061470032,12,too_too_too
13,0.3388338833883388,0.8920744061470032,13,too_too_too
14,0.3388338833883388,0.8920744061470032,14,too_too_too
15,0.3388338833883388,0.8920744061470032,15,too_too_too
16,0.3388338833883388,0.8920744061470032,16,too_too_too
