Wall time,Step,Value
1613647030.7845929,100,0.9387500286102295
1613647058.2713032,200,0.5407812595367432
1613647091.206093,300,0.9439005851745605
1613647119.6551654,400,0.5841871500015259
1613647155.4717405,500,0.9398674368858337
1613647184.7897332,600,0.6419427990913391
