Wall time,Step,Value
1613366423.2841296,100,0.8071874976158142
1613366445.6760426,200,0.8464062213897705
1613366601.9198663,300,0.9615963697433472
1613366624.0682404,400,0.9547472596168518
1613367246.3798244,500,0.9867424368858337
1613367268.531545,600,0.9839984774589539
