,accuracy,loss,iteration,triggers,lstm_accuracy,cnn_accuracy,finetuned_bert_accuracy,lstm_w2v_accuracy
0,0.8052805280528053,0.4600397050380707,0,the_the_the,0.7843784378437844,0.8371837183718371,0.9361936193619362,0.7392739273927392
1,0.0,8.861734390258789,1,ghost_mess_mess,0.43234323432343236,0.0,0.7040704070407041,0.46974697469746973
2,0.0,14.327722549438477,2,suffers_suffers_suffers,0.41254125412541254,0.0,0.6567656765676567,0.3949394939493949
3,0.0,14.717170715332031,3,suffers_suffers_suffers,0.41034103410341033,0.0,0.7194719471947195,0.3718371837183718
4,0.0,14.717170715332031,4,suffers_suffers_suffers,0.41034103410341033,0.0,0.7623762376237624,0.36853685368536854
5,0.0,14.717170715332031,5,suffers_suffers_suffers,0.41034103410341033,0.0,0.7381738173817382,0.36853685368536854
6,0.0,14.717170715332031,6,suffers_suffers_suffers,0.41034103410341033,0.0,0.7117711771177118,0.36853685368536854
7,0.0,14.717170715332031,7,suffers_suffers_suffers,0.41034103410341033,0.0,0.7051705170517052,0.36853685368536854
8,0.0,14.717170715332031,8,suffers_suffers_suffers,0.41034103410341033,0.0,0.6941694169416942,0.36853685368536854
9,0.0,14.717170715332031,9,suffers_suffers_suffers,0.41034103410341033,0.0,0.682068206820682,0.36853685368536854
10,0.0,14.717170715332031,10,suffers_suffers_suffers,0.41034103410341033,0.0,0.671067106710671,0.36853685368536854
11,0.0,14.717170715332031,11,suffers_suffers_suffers,0.41034103410341033,0.0,0.6941694169416942,0.36853685368536854
12,0.0,14.717170715332031,12,suffers_suffers_suffers,0.41034103410341033,0.0,0.7205720572057206,0.36853685368536854
13,0.0,14.717170715332031,13,suffers_suffers_suffers,0.41034103410341033,0.0,0.7557755775577558,0.36853685368536854
14,0.0,14.717170715332031,14,suffers_suffers_suffers,0.41034103410341033,0.0,0.7425742574257426,0.36853685368536854
15,0.0,14.717170715332031,15,suffers_suffers_suffers,0.41034103410341033,0.0,0.7403740374037404,0.36853685368536854
16,0.0,14.717170715332031,16,suffers_suffers_suffers,0.41034103410341033,0.0,0.7128712871287128,0.36853685368536854
